id,title_en,title_ar,description_en,description_ar,country_en,country_ar,university_en,university_ar,degree,fundingType,majors,deadline,link,image,keywords,status
35,Monash University Graduate Research Scholarship Australia,منحة بحث الدراسات العليا في جامعة موناش أستراليا,Monash University offers the Monash Graduate Scholarship MGS to international PhD and Master by Research students. The scholarship covers full tuition fees and provides a living allowance for the duration of the candidature.,تقدم جامعة موناش منحة البحث للخريجين MGS للطلاب الدوليين في مرحلة الدكتوراه والماجستير بالبحث. تغطي الرسوم الكاملة وتوفر بدل المعيشة لمدة الدراسة.,Australia,أستراليا,Monash University,جامعة موناش,PhD,Fully Funded,All Fields | Engineering | Medicine | Science | Business | Arts,2026-10-31,https://www.monash.edu/graduate-research/future-students/scholarship/monash-graduate-scholarship,https://images.unsplash.com/photo-1506973035872-a4ec16b8e8d9?q=80&w=800&auto=format&fit=crop,Australia | Monash | PhD | Fully Funded | Research | Australian,approved
36,Joint Japan World Bank Graduate Scholarship Program,برنامج منح اليابان والبنك الدولي للدراسات العليا,The Joint Japan World Bank Graduate Scholarship Program provides development professionals from World Bank member countries a graduate degree in development topics at a partner university outside their home country. Full funding.,يوفر البرنامج المشترك بين اليابان والبنك الدولي للمهنيين التنمويين من الدول الأعضاء فرصة متابعة درجة دراسات عليا في موضوعات التنمية. تمويل كامل.,Multiple Countries,دول متعددة,World Bank Partner Universities,جامعات شريكة للبنك الدولي,Master,Fully Funded,Development Economics | Public Policy | Health | Agriculture | Environment,2027-04-30,https://www.worldbank.org/en/programs/scholarships,https://images.unsplash.com/photo-1534951009808-766178b47a4f?q=80&w=800&auto=format&fit=crop,World Bank | Japan | Development | Master | Fully Funded | International | Policy,approved
37,Helmut Schmidt Programme DAAD Germany,برنامج هيلموت شميت DAAD ألمانيا,The Helmut Schmidt Programme funded by DAAD supports young professionals in developing countries studying masters programs related to public administration development and good governance in Germany.,يدعم برنامج هيلموت شميت الممول من DAAD المهنيين الشباب في الدول النامية الذين يدرسون برامج الماجستير المتعلقة بالإدارة العامة والحوكمة الرشيدة في ألمانيا.,Germany,ألمانيا,German Universities,الجامعات الألمانية,Master,Fully Funded,Public Administration | Development Studies | Political Science | International Relations,2026-09-30,https://www.daad.de/en/study-and-research-in-germany/scholarships/helmut-schmidt-programme/,https://images.unsplash.com/photo-1528728329032-2972f65dfb3f?q=80&w=800&auto=format&fit=crop,Germany | DAAD | Helmut Schmidt | Master | Fully Funded | Public Administration | Governance,approved
38,Russian Government Scholarship International Students,منحة الحكومة الروسية للطلاب الدوليين,The Russian Government Scholarship offers international students opportunities to study at leading Russian universities. Covers tuition fees and provides a monthly stipend for masters bachelors and PhD programs.,تقدم منحة الحكومة الروسية للطلاب الدوليين فرصاً للدراسة في الجامعات الروسية الرائدة. تغطي الرسوم الدراسية وتوفر راتباً شهرياً للماجستير والبكالوريوس والدكتوراه.,Russia,روسيا,Russian Universities,الجامعات الروسية,Master,Fully Funded,All Fields | Engineering | Sciences | Arts | Humanities | Medicine,2027-04-15,https://education-in-russia.com/,https://images.unsplash.com/photo-1547448415-e9f5b28e570d?q=80&w=800&auto=format&fit=crop,Russia | Russian | Government | Master | Bachelor | PhD | Fully Funded,approved
39,Danish Government Scholarship Non-EU International Students,منحة الحكومة الدنماركية للطلاب الدوليين,The Danish Government offers scholarships to outstanding non-EU students enrolled in Masters degree programmes at Danish universities. Covers full tuition fees and may include a monthly stipend for living expenses.,تقدم الحكومة الدنماركية منحاً دراسية للطلاب المتميزين من خارج الاتحاد الأوروبي الملتحقين ببرامج الماجستير في الجامعات الدنماركية. تغطي الرسوم الكاملة وقد تشمل راتباً شهرياً.,Denmark,الدنمارك,Danish Universities DTU Copenhagen Aarhus,الجامعات الدنماركية DTU وكوبنهاغن وآرهوس,Master,Fully Funded,Engineering | IT | Business | Design | Science,2027-01-15,https://www.studyindenmark.dk/study-in-denmark/scholarship-in-denmark,https://images.unsplash.com/photo-1513622470522-26c3c8a854bc?q=80&w=800&auto=format&fit=crop,Denmark | Danish | Scandinavia | Master | Fully Funded | Nordic | Copenhagen,approved
40,University of Toronto Graduate Excellence Scholarship,منحة التميز للدراسات العليا في جامعة تورنتو,The University of Toronto School of Graduate Studies offers Excellence Awards to outstanding international graduate students in a wide range of disciplines with tuition coverage and a living stipend.,تقدم كلية الدراسات العليا في جامعة تورنتو جوائز التميز للطلاب الدوليين المتميزين في مجموعة واسعة من التخصصات مع تغطية الرسوم وراتب المعيشة.,Canada,كندا,University of Toronto,جامعة تورنتو,PhD,Fully Funded,All Fields | Arts | Science | Engineering | Law | Medicine,2027-01-06,https://www.sgs.utoronto.ca/awards/,https://images.unsplash.com/photo-1507992781348-310259076fe0?q=80&w=800&auto=format&fit=crop,Canada | Toronto | Canadian | PhD | Fully Funded | Excellence,approved
41,Sciences Po Emile Boutmy Scholarship Paris France,منحة إيميل بوتمي في Sciences Po باريس,Sciences Po offers the Emile Boutmy Scholarship to exceptional international candidates from outside the European Economic Area for bachelor masters and PhD programs at Sciences Po Paris one of Europe leading institutions.,تقدم Sciences Po منحة إيميل بوتمي للمرشحين الدوليين الاستثنائيين من خارج المنطقة الاقتصادية الأوروبية لبرامج البكالوريوس والماجستير والدكتوراه في Sciences Po باريس.,France,فرنسا,Sciences Po Paris,Sciences Po باريس,Master,Partially Funded,Political Science | International Affairs | Economics | Sociology | Law | History,2027-01-25,https://www.sciencespo.fr/admissions/en/content/emile-boutmy-scholarship.html,https://images.unsplash.com/photo-1499856871958-5b9627545d1a?q=80&w=800&auto=format&fit=crop,France | Sciences Po | Paris | Boutmy | Master | Social Sciences | Political Science,approved
42,KU Leuven University International Scholarship Belgium,منحة جامعة KU لوفان الدولية بلجيكا,KU Leuven Belgiums largest university offers scholarships for outstanding international students pursuing masters or doctoral degrees. Covers tuition fees and living expenses. Consistently ranked in the global top 50 universities.,تقدم KU لوفان أكبر جامعة في بلجيكا منحاً للطلاب الدوليين المتميزين الذين يتابعون الماجستير أو الدكتوراه. تغطي الرسوم الدراسية ونفقات المعيشة.,Belgium,بلجيكا,KU Leuven,جامعة KU لوفان,Master,Fully Funded,All Fields | Medicine | Engineering | Sciences | Humanities | Business,2027-02-01,https://www.kuleuven.be/english/admissions/international-students/master-students/scholarships,https://images.unsplash.com/photo-1569963619402-cbfde80e7c78?q=80&w=800&auto=format&fit=crop,Belgium | KU Leuven | Belgian | Master | PhD | Fully Funded | Europe | Research,approved
43,ADB Japan Scholarship Program Asia Pacific,برنامج منح بنك التنمية الآسيوي واليابان,The ADB-Japan Scholarship Program JSP provides scholarships for citizens of ADB developing member countries to pursue postgraduate studies at designated institutions in the Asia and Pacific region funded by the Government of Japan.,يوفر برنامج منح بنك التنمية الآسيوي واليابان JSP منحاً لمواطني الدول الأعضاء النامية لمتابعة الدراسات العليا في المؤسسات المعيّنة في منطقة آسيا والمحيط الهادئ.,Asia Pacific Region,منطقة آسيا والمحيط الهادئ,ADB Designated Institutions,المؤسسات المعيّنة من قبل ADB,Master,Fully Funded,Economics | Business | Development | Engineering | Environment | Public Policy,2027-04-30,https://www.adb.org/site/careers/japan-scholarship-program,https://images.unsplash.com/photo-1540959733332-eab4deabeeaf?q=80&w=800&auto=format&fit=crop,ADB | Japan | Asia Pacific | Master | Fully Funded | Development | Economics,approved
44,Heinrich Boell Foundation Scholarship Germany Sustainability,منحة مؤسسة هاينريش بول ألمانيا الاستدامة,The Heinrich Boell Foundation supports international students for graduate or doctoral studies in Germany with a focus on ecology and sustainability. Covers monthly stipend health insurance social allowance and study expenses.,تدعم مؤسسة هاينريش بول الطلاب الدوليين لمتابعة الدراسات العليا أو الدكتوراه في ألمانيا مع التركيز على البيئة والاستدامة. تغطي الراتب الشهري والتأمين الصحي ومصروفات الدراسة.,Germany,ألمانيا,German Universities,الجامعات الألمانية,Master,Fully Funded,Environmental Science | Political Science | Social Sciences | Gender Studies | Sustainability,2027-03-01,https://www.boell.de/en/foundation/scholarships,https://images.unsplash.com/photo-1560969184-10fe8719e047?q=80&w=800&auto=format&fit=crop,Germany | Heinrich Boell | Green | Master | PhD | Fully Funded | Ecology | Sustainability,approved
45,Konrad Adenauer Foundation Scholarship KAS Germany,منحة مؤسسة كونراد أديناور KAS ألمانيا,The Konrad Adenauer Foundation KAS awards scholarships to excellent students from abroad for studies and research in Germany promoting young talents who want to contribute to democracy and free social order.,تمنح مؤسسة كونراد أديناور KAS منحاً دراسية للطلاب المتميزين من الخارج للدراسة والبحث في ألمانيا وتروّج للمواهب الشابة الراغبة في الإسهام في الديمقراطية.,Germany,ألمانيا,German Universities,الجامعات الألمانية,Master,Fully Funded,Political Science | Law | Economics | Social Sciences | Theology,2027-01-15,https://www.kas.de/en/web/begabtenfoerderung-und-kultur/scholarships,https://images.unsplash.com/photo-1449824913935-59a10b8d2000?q=80&w=800&auto=format&fit=crop,Germany | Konrad Adenauer | KAS | Master | PhD | Fully Funded | Democracy | Political,approved
46,Czech Government Scholarship Programme Prague,برنامج المنح الدراسية للحكومة التشيكية براغ,The Czech Republic Ministry of Education offers scholarships for foreign nationals from developing countries to study at Czech public higher education institutions. Covers tuition fees living allowance and accommodation.,تقدم وزارة التعليم التشيكية منحاً دراسية للمواطنين الأجانب من الدول النامية للدراسة في المؤسسات التشيكية العامة. تغطي الرسوم وبدل المعيشة والسكن.,Czech Republic,جمهورية التشيك,Czech Public Universities,الجامعات العامة التشيكية,Master,Fully Funded,All Fields | Technical Sciences | Agriculture | Arts | Natural Sciences,2026-09-30,https://www.dzs.cz/en/programme/czech-government-scholarships/,https://images.unsplash.com/photo-1541849546-216549ae216d?q=80&w=800&auto=format&fit=crop,Czech | Prague | Central Europe | Master | Bachelor | Fully Funded | Government,approved
47,New Zealand ASEAN Scholarship Program,برنامج منحة نيوزيلندا لدول الآسيان,New Zealand ASEAN Scholarships offered to citizens of ASEAN countries to study undergraduate and postgraduate programmes at New Zealand universities. Covers tuition living allowance travel and health insurance.,تُقدَّم منح نيوزيلندا لمواطني دول الآسيان لدراسة برامج البكالوريوس والدراسات العليا في جامعات نيوزيلندا. تغطي الرسوم والمعيشة والسفر والتأمين الصحي.,New Zealand,نيوزيلندا,New Zealand Universities,جامعات نيوزيلندا,Master,Fully Funded,All Fields | Agriculture | Technology | Arts | Sciences,2026-09-01,https://www.studywithnewzealand.govt.nz/international-students/scholarships/nz-asean-leaders-scholarships,https://images.unsplash.com/photo-1558025253-128a38ae859f?q=80&w=800&auto=format&fit=crop,New Zealand | ASEAN | Pacific | Master | Fully Funded | Government,approved
48,Ghent University Doctoral Fellowship DoFOE Belgium,زمالة الدكتوراه للتنمية في جامعة غنت بلجيكا,Ghent University offers the Doctoral fellowships for development DoFOE and masters scholarships to outstanding international students in biomedical sciences engineering agriculture and veterinary medicine.,تقدم جامعة غنت زمالات الدكتوراه للتنمية DoFOE ومنح الماجستير للطلاب الدوليين المتميزين في العلوم الطبية الحيوية والهندسة والزراعة والطب البيطري.,Belgium,بلجيكا,Ghent University,جامعة غنت,PhD,Fully Funded,Biomedical Sciences | Engineering | Agriculture | Veterinary Medicine | Sciences,2027-02-01,https://www.ugent.be/en/research/funding/bof/dofoe,https://images.unsplash.com/photo-1533929736458-ca588d08c8be?q=80&w=800&auto=format&fit=crop,Belgium | Ghent | Belgian | PhD | Fully Funded | Research | Europe,approved
49,University of Manchester Presidents Doctoral Scholar Award UK,جائزة رئيس جامعة مانشستر للدكتوراه المملكة المتحدة,The University of Manchester Presidents Doctoral Scholar PDS Award provides full stipend tuition fees and a bursary for research. Open to international students of the highest academic ability in all disciplines.,تكرّم جائزة رئيس جامعة مانشستر للدكتوراه PDS طلاب البحث المتميزين وتوفر راتباً كاملاً ورسوماً دراسية ومنحة للبحث. مفتوح للطلاب الدوليين.,United Kingdom,المملكة المتحدة,University of Manchester,جامعة مانشستر,PhD,Fully Funded,All Fields | Engineering | Sciences | Business | Arts | Medicine,2027-01-31,https://www.manchester.ac.uk/study/postgraduate-research/funding/president-doctoral-scholar-awards/,https://images.unsplash.com/photo-1610116306796-6fea9f4fae38?q=80&w=800&auto=format&fit=crop,UK | Manchester | British | PhD | Fully Funded | Research | Doctoral,approved
50,UCL Global Engagement Scholarship London UK,منحة التواصل العالمي في UCL لندن,UCL University College London offers Global Engagement Scholarships to students from underrepresented countries and regions. Supports the costs of studying a masters degree at UCL by covering tuition fees for eligible students.,تقدم UCL جامعة كوليدج لندن منح التواصل العالمي للطلاب من الدول غير الممثلة. تدعم تكاليف دراسة الماجستير في UCL بتغطية الرسوم الدراسية للطلاب المؤهلين.,United Kingdom,المملكة المتحدة,University College London UCL,جامعة كوليدج لندن UCL,Master,Partially Funded,All Fields | Arts | Sciences | Engineering | Architecture | Law,2027-02-28,https://www.ucl.ac.uk/scholarships/,https://images.unsplash.com/photo-1513635269975-59663e0ac1ad?q=80&w=800&auto=format&fit=crop,UK | UCL | London | Master | Partially Funded | British | International,approved
51,Brunei Darussalam Government Scholarship UBD,منحة حكومة بروناي دار السلام UBD,Brunei Government Scholarships for international students at undergraduate and postgraduate levels at Universiti Brunei Darussalam UBD and other Brunei universities. Full funding including accommodation and living allowance.,منح حكومة بروناي للطلاب الدوليين على مستوى البكالوريوس والدراسات العليا في جامعة بروناي UBD. تمويل كامل يشمل السكن وبدل المعيشة.,Brunei Darussalam,بروناي دار السلام,Universiti Brunei Darussalam UBD,جامعة بروناي دار السلام UBD,Bachelor,Fully Funded,Sciences | Engineering | Business | Arts | Law | Islamic Studies,2027-03-31,https://www.mfa.gov.bn/Pages/scholarship.aspx,https://images.unsplash.com/photo-1555992336-fb0d29498b13?q=80&w=800&auto=format&fit=crop,Brunei | ASEAN | Southeast Asia | Bachelor | Master | Fully Funded | Government,approved
